#elems=864
#nodes=473

#map
       561       308       304       325
       562       317       310       326
       563       269       303       313
       564       301       315       320
       565       292       284       327
       566       309       306       328
       567       302       317       323
       568       295       329       322
       569       314       307       330
       570       304       319       325
       571       286       298       331
       572       315       308       332
       573       305       320       324
       574       317       326       333
       575       273       312       316
       576       281       322       311
       577       307       323       330
       578       312       277       318
       579       319       314       334
       580       306       324       328
       581       308       325       332
       582       259       313       300
       583       320       315       335
       584       309       328       329
       585       303       292       336
       586       295       309       329
       587       323       317       337
       588       314       330       334
       589       284       316       327
       590       325       319       338
       591       333       326       339
       592       324       320       340
       593       315       332       335
       594       318       286       331
       595       317       333       337
       596       298       311       341
       597       330       323       342
       598       328       324       343
       599       319       334       338
       600       321       300       344
       601       332       325       345
       602       320       335       340
       603       329       328       346
       604       333       339       347
       605       322       329       348
       606       313       303       349
       607       323       337       342
       608       334       330       350
       609       311       322       348
       610       292       327       336
       611       325       338       345
       612       324       340       343
       613       335       332       351
       614       331       298       341
       615       337       333       347
       616       330       342       350
       617       328       343       346
       618       338       334       352
       619       316       312       353
       620       332       345       351
       621       329       346       348
       622       340       335       354
       623       312       318       353
       624       337       347       355
       625       300       313       356
       626       311       348       341
       627       342       337       357
       628       334       350       352
       629       345       338       358
       630       343       340       359
       631       303       336       349
       632       335       351       354
       633       327       316       360
       634       346       343       361
       635       350       342       362
       636       318       331       363
       637       337       355       357
       638       338       352       358
       639       348       346       364
       640       351       345       365
       641       340       354       359
       642       321       344       366
       643       342       357       362
       644       352       350       367
       645       343       359       361
       646       313       349       356
       647       345       358       365
       648       354       351       368
       649       336       327       369
       650       346       361       364
       651       350       362       367
       652       341       348       364
       653       357       355       370
       654       358       352       371
       655       331       341       372
       656       316       353       360
       657       359       354       373
       658       351       365       368
       659       353       318       363
       660       362       357       370
       661       352       367       371
       662       361       359       374
       663       300       356       344
       664       365       358       375
       665       354       368       373
       666       364       361       376
       667       341       377       372
       668       349       336       378
       669       327       360       369
       670       367       362       379
       671       362       370       380
       672       358       371       375
       673       331       372       363
       674       359       373       374
       675       368       365       381
       676       361       374       376
       677       366       344       382
       678       371       367       383
       679       365       375       381
       680       379       362       380
       681       373       368       384
       682       364       376       377
       683       356       349       385
       684       341       364       377
       685       367       379       383
       686       336       369       378
       687       375       371       386
       688       374       373       387
       689       368       381       384
       690       360       353       388
       691       376       374       389
       692       353       363       390
       693       371       383       386
       694       381       375       391
       695       377       376       392
       696       373       384       387
       697       379       380       393
       698       344       356       394
       699       372       377       395
       700       363       372       395
       701       383       379       393
       702       349       378       385
       703       374       387       389
       704       375       386       391
       705       369       360       396
       706       384       381       397
       707       376       389       392
       708       386       383       398
       709       377       392       395
       710       387       384       399
       711       381       391       397
       712       366       382       400
       713       363       395       390
       714       383       393       401
       715       356       385       394
       716       389       387       402
       717       391       386       403
       718       353       390       388
       719       378       369       404
       720       384       397       399
       721       398       383       401
       722       392       389       405
       723       360       388       396
       724       395       392       406
       725       386       398       403
       726       387       399       402
       727       397       391       407
       728       344       394       382
       729       389       402       405
       730       391       403       407
       731       399       397       408
       732       385       378       409
       733       392       405       406
       734       369       396       404
       735       390       395       406
       736       398       401       410
       737       403       398       410
       738       402       399       411
       739       397       407       408
       740       400       382       412
       741       405       402       413
       742       407       403       414
       743       394       385       415
       744       406       405       416
       745       399       408       411
       746       390       406       417
       747       388       390       417
       748       378       404       409
       749       403       410       418
       750       402       411       413
       751       396       388       417
       752       408       407       419
       753       414       403       418
       754       405       413       416
       755       382       394       420
       756       406       416       417
       757       407       414       419
       758       411       408       421
       759       385       409       415
       760       396       417       422
       761       413       411       423
       762       404       396       422
       763       408       419       421
       764       416       413       424
       765       417       416       425
       766       400       412       426
       767       411       421       423
       768       419       414       427
       769       414       418       428
       770       394       415       420
       771       413       423       424
       772       409       404       429
       773       421       419       430
       774       416       424       425
       775       417       425       422
       776       427       414       428
       777       423       421       431
       778       404       422       429
       779       419       427       430
       780       382       420       412
       781       424       423       432
       782       415       409       433
       783       421       430       431
       784       425       424       434
       785       422       425       435
       786       427       428       436
       787       423       431       432
       788       430       427       436
       789       426       412       437
       790       424       432       434
       791       420       415       438
       792       425       434       435
       793       431       430       439
       794       409       429       433
       795       422       435       429
       796       430       436       440
       797       432       431       441
       798       434       432       442
       799       439       430       440
       800       412       420       443
       801       435       434       444
       802       431       439       441
       803       415       433       438
       804       432       441       442
       805       429       435       445
       806       434       442       444
       807       426       437       446
       808       435       444       445
       809       441       439       447
       810       439       440       448
       811       420       438       443
       812       442       441       449
       813       433       429       445
       814       444       442       450
       815       447       439       448
       816       445       444       450
       817       441       447       449
       818       412       443       437
       819       433       445       451
       820       442       449       450
       821       438       433       451
       822       447       448       452
       823       445       450       451
       824       449       447       453
       825       446       437       454
       826       450       449       455
       827       443       438       456
       828       447       452       453
       829       438       451       456
       830       451       450       457
       831       449       453       455
       832       450       455       457
       833       437       443       458
       834       453       452       459
       835       455       459       460
       836       451       457       461
       837       446       454       462
       838       455       453       459
       839       457       455       463
       840       443       456       458
       841       451       461       456
       842       463       455       460
       843       461       457       464
       844       457       463       464
       845       437       458       454
       846       456       461       465
       847       463       460       466
       848       461       464       465
       849       462       454       467
       850       464       463       466
       851       458       456       465
       852       465       464       468
       853       464       466       469
       854       458       465       470
       855       454       458       470
       856       468       464       469
       857       462       467       471
       858       465       468       470
       859       454       470       467
       860       468       469       472
       861       470       468       472
       862       470       472       467
       863       471       467       473
       864       467       472       473

coordinates (x,y)
        
	 1    0.0000000000E+00    0.1934356235E+00   -0.2220446049E-15        80
         2    0.0000000000E+00    0.0000000000E+00   -0.2220446049E-15         1
         3    0.2007199313E+00    0.0000000000E+00   -0.2220446049E-15         5
         4    0.2307664431E+00    0.2323110868E+00   -0.2220446049E-15        81
         5    0.0000000000E+00    0.3868712470E+00   -0.2220446049E-15        79
         6    0.4014401369E+00    0.0000000000E+00   -0.2220446049E-15         6
         7    0.4701417837E+00    0.2038343276E+00   -0.2220446049E-15        82
         8    0.1903773943E+00    0.4675255464E+00   -0.2220446049E-15        83
         9    0.6021606170E+00    0.0000000000E+00   -0.2220446049E-15         7
        10    0.6827888954E+00    0.1980412801E+00   -0.2220446049E-15        84
        11    0.8028813715E+00    0.0000000000E+00   -0.2220446049E-15         8
        12    0.3605783846E+00    0.3748912446E+00   -0.2220446049E-15        85
        13    0.8924382372E+00    0.1887272583E+00   -0.2220446049E-15        86
        14    0.0000000000E+00    0.5875935975E+00   -0.2220446049E-15        78
        15    0.1003602400E+01    0.0000000000E+00   -0.2220446049E-15         9
        16    0.5571047240E+00    0.4132809220E+00   -0.2220446049E-15        87
        17    0.1097909221E+01    0.1837012910E+00   -0.2220446049E-15        88
        18    0.1204323704E+01    0.0000000000E+00   -0.2220446049E-15        10
        19    0.1857403724E+00    0.6714221709E+00   -0.2220446049E-15        89
        20    0.7835669382E+00    0.3769749980E+00   -0.2220446049E-15        90
        21    0.1301536089E+01    0.1803065582E+00   -0.2220446049E-15        91
        22    0.1405045282E+01    0.0000000000E+00   -0.2220446049E-15        11
        23    0.3671297510E+00    0.5544750704E+00   -0.2220446049E-15        92
        24    0.9915403348E+00    0.3671876431E+00   -0.2220446049E-15        93
        25    0.1503822879E+01    0.1779329171E+00   -0.2220446049E-15        94
        26    0.0000000000E+00    0.7883167744E+00   -0.2220446049E-15        77
        27    0.1605767134E+01    0.0000000000E+00   -0.2220446049E-15        12
        28    0.1198500709E+01    0.3608243897E+00   -0.2220446049E-15        95
        29    0.1705333133E+01    0.1763468989E+00   -0.2220446049E-15        96
        30    0.7029371471E+00    0.5424052682E+00   -0.2220446049E-15        97
        31    0.5486293626E+00    0.6402993652E+00   -0.2220446049E-15        98
        32    0.1806489260E+01    0.0000000000E+00   -0.2220446049E-15        13
        33    0.1402666826E+01    0.3561624565E+00   -0.2220446049E-15        99
        34    0.1858273417E+00    0.8741912280E+00   -0.2220446049E-15       100
        35    0.8848214050E+00    0.5473205601E+00   -0.2220446049E-15       101
        36    0.1906450060E+01    0.1753332694E+00   -0.2220446049E-15       102
        37    0.2007211662E+01    0.0000000000E+00   -0.2220446049E-15        14
        38    0.3684416037E+00    0.7576072289E+00   -0.2220446049E-15       103
        39    0.1604877444E+01    0.3529628358E+00   -0.2220446049E-15       104
        40    0.1095329955E+01    0.5405955564E+00   -0.2220446049E-15       105
        41    0.2107370318E+01    0.1747086780E+00   -0.2220446049E-15       106
        42    0.0000000000E+00    0.9890407777E+00   -0.2220446049E-15        76
        43    0.2207934337E+01    0.0000000000E+00   -0.2220446049E-15        15
        44    0.1806190582E+01    0.3508741458E+00   -0.2220446049E-15       107
        45    0.1302610832E+01    0.5340762129E+00   -0.2220446049E-15       108
        46    0.7522951556E+00    0.7326943233E+00   -0.2220446049E-15       109
        47    0.2308191766E+01    0.1743351896E+00   -0.2220446049E-15       110
        48    0.2408657289E+01    0.0000000000E+00   -0.2220446049E-15        16
        49    0.2007135496E+01    0.3495617175E+00   -0.2220446049E-15       111
        50    0.5521171032E+00    0.8430955232E+00   -0.2220446049E-15       112
        51    0.1505713156E+01    0.5294415177E+00   -0.2220446049E-15       113
        52    0.1861752852E+00    0.1076866845E+01   -0.2220446049E-15       114
        53    0.2508964592E+01    0.1741178639E+00   -0.2220446049E-15       115
        54    0.9882603460E+00    0.7218114011E+00   -0.2220446049E-15       116
        55    0.2609380516E+01    0.0000000000E+00   -0.2220446049E-15        17
        56    0.2207932261E+01    0.3487637021E+00   -0.2220446049E-15       117
        57    0.3717239917E+00    0.9602966557E+00   -0.2220446049E-15       118
        58    0.1706939680E+01    0.5263815757E+00   -0.2220446049E-15       119
        59    0.1202216011E+01    0.7124167862E+00   -0.2220446049E-15       120
        60    0.2709717043E+01    0.1739973421E+00   -0.2220446049E-15       121
        61    0.0000000000E+00    0.1189765607E+01   -0.2220446049E-15        75
        62    0.2810104020E+01    0.0000000000E+00   -0.2220446049E-15        18
        63    0.2408674427E+01    0.3482932125E+00   -0.2220446049E-15       122
        64    0.1907583780E+01    0.5244260090E+00   -0.2220446049E-15       123
        65    0.1407432222E+01    0.7060516076E+00   -0.2220446049E-15       124
        66    0.7084392452E+00    0.9265789471E+00   -0.2220446049E-15       125
        67    0.2910472360E+01    0.1739449047E+00   -0.2220446049E-15       126
        68    0.8900713706E+00    0.9085117052E+00   -0.2220446049E-15       127
        69    0.3010827799E+01    0.0000000000E+00   -0.2220446049E-15        19
        70    0.2609408532E+01    0.3480309934E+00   -0.2220446049E-15       128
        71    0.2108107280E+01    0.5232148432E+00   -0.2220446049E-15       129
        72    0.5610137755E+00    0.1041801502E+01   -0.2220446049E-15       130
        73    0.1608736041E+01    0.7019708426E+00   -0.2220446049E-15       131
        74    0.1855036259E+00    0.1279798413E+01   -0.2220446049E-15       132
        75    0.3111271326E+01    0.1739658847E+00   -0.2220446049E-15       133
        76    0.1102447200E+01    0.8925975514E+00   -0.2220446049E-15       134
        77    0.3211551855E+01    0.0000000000E+00   -0.2220446049E-15        20
        78    0.2810179302E+01    0.3479237761E+00   -0.2220446049E-15       135
        79    0.2308653118E+01    0.5224908643E+00   -0.2220446049E-15       136
        80    0.3744549073E+00    0.1163650593E+01   -0.2220446049E-15       137
        81    0.1808856534E+01    0.6993671113E+00   -0.2220446049E-15       138
        82    0.3312174603E+01    0.1740074945E+00   -0.2220446049E-15       139
        83    0.1309371916E+01    0.8834309588E+00   -0.2220446049E-15       140
        84    0.0000000000E+00    0.1390491264E+01   -0.2220446049E-15        74
        85    0.3412276186E+01    0.0000000000E+00   -0.2220446049E-15        21
        86    0.3011059326E+01    0.3479929042E+00   -0.2220446049E-15       141
        87    0.2509271002E+01    0.5220880703E+00   -0.2220446049E-15       142
        88    0.7784433268E+00    0.1109606366E+01   -0.2220446049E-15       143
        89    0.2008846840E+01    0.6977317733E+00   -0.2220446049E-15       144
        90    0.1511311385E+01    0.8779292980E+00   -0.2220446049E-15       145
        91    0.3512719357E+01    0.1730420398E+00   -0.2220446049E-15       146
        92    0.1005258928E+01    0.1074253660E+01   -0.2220446049E-15       147
        93    0.3613000794E+01    0.0000000000E+00   -0.2220446049E-15        22
        94    0.3212226199E+01    0.3484157668E+00   -0.2220446049E-15       148
        95    0.2710024738E+01    0.5219487010E+00   -0.2220446049E-15       149
        96    0.2208998147E+01    0.6967424609E+00   -0.2220446049E-15       150
        97    0.5701493900E+00    0.1246999239E+01   -0.2220446049E-15       151
        98    0.1836725435E+00    0.1482904317E+01   -0.2220446049E-15       152
        99    0.1710986098E+01    0.8745276248E+00   -0.2220446049E-15       153
       100    0.3708398231E+01    0.1665150370E+00   -0.2220446049E-15       154
       101    0.1210838592E+01    0.1062158447E+01   -0.2220446049E-15       155
       102    0.3806500397E+01    0.0000000000E+00   -0.2220446049E-15        23
       103    0.3414162413E+01    0.3492472704E+00   -0.2220446049E-15       156
       104    0.2911085146E+01    0.5221712493E+00   -0.2220446049E-15       157
       105    0.3732233100E+00    0.1369059908E+01   -0.2220446049E-15       158
       106    0.2409385202E+01    0.6962043536E+00   -0.2220446049E-15       159
       107    0.1910258041E+01    0.8723981061E+00   -0.2220446049E-15       160
       108    0.3870020263E+01    0.1412691600E+00   -0.2220446049E-15       161
       109    0.4000000000E+01    0.0000000000E+00   -0.2220446049E-15         2
       110    0.1413999029E+01    0.1054686652E+01   -0.2220446049E-15       162
       111    0.0000000000E+00    0.1591217746E+01   -0.2220446049E-15        73
       112    0.4000000000E+01    0.2007254156E+00   -0.2220446049E-15        24
       113    0.3616788820E+01    0.3464819928E+00   -0.2220446049E-15       163
       114    0.3112624982E+01    0.5229361434E+00   -0.2220446049E-15       164
       115    0.9282379040E+00    0.1238816703E+01   -0.2220446049E-15       165
       116    0.2610089424E+01    0.6960587195E+00   -0.2220446049E-15       166
       117    0.2109806147E+01    0.8711040850E+00   -0.2220446049E-15       167
       118    0.7631926768E+00    0.1338940375E+01   -0.2220446049E-15       168
       119    0.3827653916E+01    0.3295580231E+00   -0.2220446049E-15       170
       120    0.1613861047E+01    0.1050090345E+01   -0.2220446049E-15       169
       121    0.1108641222E+01    0.1242069855E+01   -0.2220446049E-15       171
       122    0.4000000000E+01    0.4014511072E+00   -0.2220446049E-15        25
       123    0.3314906049E+01    0.5251201709E+00   -0.2220446049E-15       172
       124    0.2811392492E+01    0.6965371368E+00   -0.2220446049E-15       173
       125    0.2309826402E+01    0.8704391659E+00   -0.2220446049E-15       174
       126    0.1814413387E+00    0.1685750223E+01   -0.2220446049E-15       175
       127    0.5636887486E+00    0.1458350237E+01   -0.2220446049E-15       176
       128    0.1812449474E+01    0.1047297027E+01   -0.2220446049E-15       177
       129    0.3877940189E+01    0.5107523024E+00   -0.2220446049E-15       178
       130    0.1314871211E+01    0.1233133207E+01   -0.2220446049E-15       179
       131    0.4000000000E+01    0.6021770749E+00   -0.2220446049E-15        26
       132    0.3520126822E+01    0.5309452886E+00   -0.2220446049E-15       180
       133    0.3685734383E+00    0.1575003028E+01   -0.2220446049E-15       181
       134    0.3014018606E+01    0.6983065303E+00   -0.2220446049E-15       182
       135    0.3720707527E+01    0.5246531462E+00   -0.2220446049E-15       183
       136    0.2510527170E+01    0.8704086730E+00   -0.2220446049E-15       184
       137    0.2011202671E+01    0.1045619642E+01   -0.2220446049E-15       185
       138    0.3844846674E+01    0.6801326914E+00   -0.2220446049E-15       186
       139    0.1516886138E+01    0.1226456449E+01   -0.2220446049E-15       187
       140    0.0000000000E+00    0.1791945055E+01   -0.2220446049E-15        72
       141    0.9730048910E+00    0.1435287875E+01   -0.2220446049E-15       188
       142    0.4000000000E+01    0.8029033185E+00   -0.2220446049E-15        27
       143    0.3217458212E+01    0.7005871454E+00   -0.2220446049E-15       189
       144    0.2712210063E+01    0.8711763608E+00   -0.2220446049E-15       190
       145    0.2210650840E+01    0.1044839400E+01   -0.2220446049E-15       191
       146    0.3640638677E+01    0.7376264664E+00   -0.2220446049E-15       192
       147    0.3827731593E+01    0.8826382392E+00   -0.2220446049E-15       193
       148    0.7535174928E+00    0.1552776063E+01   -0.2220446049E-15       194
       149    0.1715428630E+01    0.1222563578E+01   -0.2220446049E-15       195
       150    0.1210378356E+01    0.1416137462E+01   -0.2220446049E-15       196
       151    0.4000000000E+01    0.1003629838E+01   -0.2220446049E-15        28
       152    0.3419489947E+01    0.7055535429E+00   -0.2220446049E-15       197
       153    0.2915574055E+01    0.8738014125E+00   -0.2220446049E-15       198
       154    0.1794739318E+00    0.1888124010E+01   -0.2220446049E-15       199
       155    0.2411283979E+01    0.1045128568E+01   -0.2220446049E-15       200
       156    0.5549792401E+00    0.1667142913E+01   -0.2220446049E-15       201
       157    0.3824427120E+01    0.1088803102E+01   -0.2220446049E-15       202
       158    0.1913345184E+01    0.1220339165E+01   -0.2220446049E-15       203
       159    0.3651087103E+01    0.9654735118E+00   -0.2220446049E-15       204
       160    0.1418931984E+01    0.1404663983E+01   -0.2220446049E-15       205
       161    0.4000000000E+01    0.1204356634E+01   -0.2220446049E-15        29
       162    0.3637383211E+00    0.1779930555E+01   -0.2220446049E-15       206
       163    0.3501638821E+01    0.8656628702E+00   -0.2220446049E-15       207
       164    0.3123682209E+01    0.8812483080E+00   -0.2220446049E-15       208
       165    0.2614070587E+01    0.1046997067E+01   -0.2220446049E-15       209
       166    0.2111931846E+01    0.1219339748E+01   -0.2220446049E-15       210
       167    0.3821214664E+01    0.1292045640E+01   -0.2220446049E-15       211
       168    0.1618951647E+01    0.1398535481E+01   -0.2220446049E-15       212
       169    0.3329581161E+01    0.8793793165E+00   -0.2220446049E-15       213
       170    0.3642408859E+01    0.1169354230E+01   -0.2220446049E-15       214
