Table of comparison: structured rectangle, structured triangle, analytic
Contains entries for each method in form T/T0

Node      rect      tri       analytic 
1150      0         0         0.57962  
1151      0         0         0.57828  
1152      0         0         0.57605  
1153      0         0         0.57293  
1154      0         0         0.56892  
1155      0         0         0.56404  
1156      0         0         0.55829  
1157      0         0         0.55168  
1158      0         0         0.54421  
1159      0         0         0.53591  
1160      0         0         0.52678  
1161      0         0         0.51684  
1162      0         0         0.50611  
1163      0         0         0.49459  
1164      0         0         0.48231  
1165      0         0         0.46928  
1166      0         0         0.45554  
1167      0         0         0.44109  
1168      0         0         0.42596  
1169      0         0         0.41017  
1170      0         0         0.39375  
1171      0         0         0.37672  
1172      0         0         0.35912  
1173      0         0         0.34096  
1174      0         0         0.32227  
1175      0         0         0.30308  
1176      0         0         0.28343  
1177      0         0         0.26335  
1178      0         0         0.24285  
1179      0         0         0.22198  
1180      0         0         0.20077  
1181      0         0         0.17925  
1182      0         0         0.15745  
1183      0         0         0.13541  
1184      0         0         0.11317  
1185      0         0         0.090743 
1186      0         0         0.06818  
1187      0         0         0.045512 
1188      0         0         0.022773 
1189      0         0         -3.5088e-16
1190      0         0         0.60898  
1191      0         0         0.60851  
1192      0         0         0.60711  
1193      0         0         0.60476  
1194      0         0         0.60149  
1195      0         0         0.59728  
1196      0         0         0.59216  
1197      0         0         0.58612  
1198      0         0         0.57918  
1199      0         0         0.57134  
1200      0         0         0.56263  
1201      0         0         0.55304  
1202      0         0         0.54261  
1203      0         0         0.53134  
1204      0         0         0.51924  
1205      0         0         0.50635  
1206      0         0         0.49268  
1207      0         0         0.47825  
1208      0         0         0.46308  
1209      0         0         0.44719  
1210      0         0         0.43062  
1211      0         0         0.41338  
1212      0         0         0.3955   
1213      0         0         0.37702  
1214      0         0         0.35795  
1215      0         0         0.33833  
1216      0         0         0.31819  
1217      0         0         0.29756  
1218      0         0         0.27647  
1219      0         0         0.25496  
1220      0         0         0.23305  
1221      0         0         0.21078  
1222      0         0         0.18819  
1223      0         0         0.1653   
1224      0         0         0.14216  
1225      0         0         0.11881  
1226      0         0         0.095266 
1227      0         0         0.071578 
1228      0         0         0.04778  
1229      0         0         0.023909 
1230      0         0         -3.6838e-16
1231      0         0         0.63884  
1232      0         0         0.63835  
1233      0         0         0.63687  
1234      0         0         0.63441  
1235      0         0         0.63097  
1236      0         0         0.62656  
1237      0         0         0.62119  
1238      0         0         0.61485  
1239      0         0         0.60757  
1240      0         0         0.59935  
1241      0         0         0.59021  
1242      0         0         0.58016  
1243      0         0         0.56921  
1244      0         0         0.55739  
1245      0         0         0.5447   
1246      0         0         0.53118  
1247      0         0         0.51683  
1248      0         0         0.50169  
1249      0         0         0.48578  
1250      0         0         0.46911  
1251      0         0         0.45173  
1252      0         0         0.43365  
1253      0         0         0.41489  
1254      0         0         0.3955   
1255      0         0         0.3755   
1256      0         0         0.35492  
1257      0         0         0.33379  
1258      0         0         0.31215  
1259      0         0         0.29003  
1260      0         0         0.26746  
1261      0         0         0.24447  
1262      0         0         0.22111  
1263      0         0         0.19741  
1264      0         0         0.17341  
1265      0         0         0.14913  
1266      0         0         0.12463  
1267      0         0         0.099937 
1268      0         0         0.075088 
1269      0         0         0.050123 
1270      0         0         0.025081 
1271      0         0         -3.8644e-16
1272      0         0         0.66968  
1273      0         0         0.66916  
1274      0         0         0.66762  
1275      0         0         0.66504  
1276      0         0         0.66144  
1277      0         0         0.65681  
1278      0         0         0.65118  
1279      0         0         0.64454  
1280      0         0         0.6369   
1281      0         0         0.62829  
1282      0         0         0.6187   
1283      0         0         0.60817  
1284      0         0         0.59669  
1285      0         0         0.58429  
1286      0         0         0.571    
1287      0         0         0.55682  
1288      0         0         0.54178  
1289      0         0         0.52591  
1290      0         0         0.50923  
1291      0         0         0.49176  
1292      0         0         0.47354  
1293      0         0         0.45458  
1294      0         0         0.43492  
1295      0         0         0.4146   
1296      0         0         0.39363  
1297      0         0         0.37205  
1298      0         0         0.34991  
1299      0         0         0.32722  
1300      0         0         0.30403  
1301      0         0         0.28037  
1302      0         0         0.25628  
1303      0         0         0.23179  
1304      0         0         0.20694  
1305      0         0         0.18178  
1306      0         0         0.15633  
1307      0         0         0.13065  
1308      0         0         0.10476  
1309      0         0         0.078713 
1310      0         0         0.052543 
1311      0         0         0.026292 
1312      0         0         -4.0509e-16
1313      0         0         0.70156  
1314      0         0         0.70101  
1315      0         0         0.69939  
1316      0         0         0.69669  
1317      0         0         0.69292  
1318      0         0         0.68807  
1319      0         0         0.68217  
1320      0         0         0.67522  
1321      0         0         0.66722  
1322      0         0         0.65819  
1323      0         0         0.64815  
1324      0         0         0.63711  
1325      0         0         0.62509  
1326      0         0         0.6121   
1327      0         0         0.59817  
1328      0         0         0.58332  
1329      0         0         0.56757  
1330      0         0         0.55094  
1331      0         0         0.53347  
1332      0         0         0.51517  
1333      0         0         0.49607  
1334      0         0         0.47622  
1335      0         0         0.45562  
1336      0         0         0.43433  
1337      0         0         0.41236  
1338      0         0         0.38976  
1339      0         0         0.36656  
1340      0         0         0.34279  
1341      0         0         0.3185   
1342      0         0         0.29371  
1343      0         0         0.26847  
1344      0         0         0.24282  
1345      0         0         0.21679  
1346      0         0         0.19043  
1347      0         0         0.16377  
1348      0         0         0.13687  
1349      0         0         0.10975  
1350      0         0         0.082459 
1351      0         0         0.055043 
1352      0         0         0.027543 
1353      0         0         -4.2437e-16
1354      0         0         0.73451  
1355      0         0         0.73394  
1356      0         0         0.73225  
1357      0         0         0.72942  
1358      0         0         0.72547  
1359      0         0         0.7204   
1360      0         0         0.71422  
1361      0         0         0.70693  
1362      0         0         0.69856  
1363      0         0         0.68911  
1364      0         0         0.6786   
1365      0         0         0.66704  
1366      0         0         0.65445  
1367      0         0         0.64086  
1368      0         0         0.62627  
1369      0         0         0.61072  
1370      0         0         0.59423  
1371      0         0         0.57682  
1372      0         0         0.55853  
1373      0         0         0.53937  
1374      0         0         0.51938  
1375      0         0         0.49859  
1376      0         0         0.47703  
1377      0         0         0.45473  
1378      0         0         0.43173  
1379      0         0         0.40807  
1380      0         0         0.38378  
1381      0         0         0.3589   
1382      0         0         0.33346  
1383      0         0         0.30751  
1384      0         0         0.28109  
1385      0         0         0.25423  
1386      0         0         0.22698  
1387      0         0         0.19938  
1388      0         0         0.17147  
1389      0         0         0.1433   
1390      0         0         0.1149   
1391      0         0         0.086333 
1392      0         0         0.057629 
1393      0         0         0.028837 
1394      0         0         -4.4431e-16
1395      0         0         0.7686   
1396      0         0         0.76801  
1397      0         0         0.76623  
1398      0         0         0.76327  
1399      0         0         0.75914  
1400      0         0         0.75383  
1401      0         0         0.74736  
1402      0         0         0.73974  
1403      0         0         0.73098  
1404      0         0         0.72109  
1405      0         0         0.71009  
1406      0         0         0.698    
1407      0         0         0.68483  
1408      0         0         0.6706   
1409      0         0         0.65534  
1410      0         0         0.63907  
1411      0         0         0.62181  
1412      0         0         0.60359  
1413      0         0         0.58445  
1414      0         0         0.5644   
1415      0         0         0.54348  
1416      0         0         0.52173  
1417      0         0         0.49917  
1418      0         0         0.47584  
1419      0         0         0.45177  
1420      0         0         0.42701  
1421      0         0         0.40159  
1422      0         0         0.37555  
1423      0         0         0.34894  
1424      0         0         0.32178  
1425      0         0         0.29413  
1426      0         0         0.26603  
1427      0         0         0.23751  
1428      0         0         0.20863  
1429      0         0         0.17943  
1430      0         0         0.14995  
1431      0         0         0.12024  
1432      0         0         0.090339 
1433      0         0         0.060304 
1434      0         0         0.030175 
1435      0         0         -4.6493e-16
1436      0         0         0.80387  
1437      0         0         0.80325  
1438      0         0         0.8014   
1439      0         0         0.7983   
1440      0         0         0.79398  
1441      0         0         0.78843  
1442      0         0         0.78166  
1443      0         0         0.77369  
1444      0         0         0.76453  
1445      0         0         0.75419  
1446      0         0         0.74268  
1447      0         0         0.73003  
1448      0         0         0.71626  
1449      0         0         0.70138  
1450      0         0         0.68542  
1451      0         0         0.6684   
1452      0         0         0.65035  
1453      0         0         0.6313   
1454      0         0         0.61127  
1455      0         0         0.5903   
1456      0         0         0.56842  
1457      0         0         0.54567  
1458      0         0         0.52207  
1459      0         0         0.49767  
1460      0         0         0.47251  
1461      0         0         0.44661  
1462      0         0         0.42002  
1463      0         0         0.39279  
1464      0         0         0.36495  
1465      0         0         0.33655  
1466      0         0         0.30763  
1467      0         0         0.27823  
1468      0         0         0.24841  
1469      0         0         0.2182   
1470      0         0         0.18766  
1471      0         0         0.15683  
1472      0         0         0.12575  
1473      0         0         0.094485 
1474      0         0         0.063071 
1475      0         0         0.03156  
1476      0         0         -4.8626e-16
1477      0         0         0.84039  
1478      0         0         0.83974  
1479      0         0         0.8378   
1480      0         0         0.83456  
1481      0         0         0.83004  
1482      0         0         0.82424  
1483      0         0         0.81717  
1484      0         0         0.80884  
1485      0         0         0.79926  
1486      0         0         0.78845  
1487      0         0         0.77642  
1488      0         0         0.76319  
1489      0         0         0.74879  
1490      0         0         0.73324  
1491      0         0         0.71655  
1492      0         0         0.69876  
1493      0         0         0.67989  
1494      0         0         0.65997  
1495      0         0         0.63904  
1496      0         0         0.61712  
1497      0         0         0.59424  
1498      0         0         0.57046  
1499      0         0         0.54579  
1500      0         0         0.52028  
1501      0         0         0.49397  
1502      0         0         0.46689  
1503      0         0         0.4391   
1504      0         0         0.41063  
1505      0         0         0.38153  
1506      0         0         0.35184  
1507      0         0         0.3216   
1508      0         0         0.29087  
1509      0         0         0.25969  
1510      0         0         0.22812  
1511      0         0         0.19618  
1512      0         0         0.16395  
1513      0         0         0.13147  
1514      0         0         0.098777 
1515      0         0         0.065936 
1516      0         0         0.032993 
1517      0         0         -5.0835e-16
1518      0         0         0.8782   
1519      0         0         0.87752  
1520      0         0         0.87549  
1521      0         0         0.87211  
1522      0         0         0.86739  
1523      0         0         0.86132  
1524      0         0         0.85393  
1525      0         0         0.84523  
1526      0         0         0.83522  
1527      0         0         0.82392  
1528      0         0         0.81135  
1529      0         0         0.79753  
1530      0         0         0.78248  
1531      0         0         0.76622  
1532      0         0         0.74879  
1533      0         0         0.7302   
1534      0         0         0.71048  
1535      0         0         0.68966  
1536      0         0         0.66779  
1537      0         0         0.64488  
1538      0         0         0.62098  
1539      0         0         0.59612  
1540      0         0         0.57034  
1541      0         0         0.54369  
1542      0         0         0.51619  
1543      0         0         0.4879   
1544      0         0         0.45886  
1545      0         0         0.42911  
1546      0         0         0.39869  
1547      0         0         0.36767  
1548      0         0         0.33607  
1549      0         0         0.30396  
1550      0         0         0.27138  
1551      0         0         0.23838  
1552      0         0         0.20501  
1553      0         0         0.17133  
1554      0         0         0.13738  
1555      0         0         0.10322  
1556      0         0         0.068903 
1557      0         0         0.034478 
1558      0         0         -5.3122e-16
1559      0         0         0.91736  
1560      0         0         0.91666  
1561      0         0         0.91454  
1562      0         0         0.911    
1563      0         0         0.90607  
1564      0         0         0.89974  
1565      0         0         0.89202  
1566      0         0         0.88292  
1567      0         0         0.87246  
1568      0         0         0.86066  
1569      0         0         0.84753  
1570      0         0         0.8331   
1571      0         0         0.81738  
1572      0         0         0.8004   
1573      0         0         0.78218  
1574      0         0         0.76276  
1575      0         0         0.74216  
1576      0         0         0.72042  
1577      0         0         0.69757  
1578      0         0         0.67364  
1579      0         0         0.64867  
1580      0         0         0.62271  
1581      0         0         0.59578  
1582      0         0         0.56793  
1583      0         0         0.53921  
1584      0         0         0.50966  
1585      0         0         0.47932  
1586      0         0         0.44824  
1587      0         0         0.41647  
1588      0         0         0.38406  
1589      0         0         0.35106  
1590      0         0         0.31752  
1591      0         0         0.28348  
1592      0         0         0.24901  
1593      0         0         0.21415  
1594      0         0         0.17897  
1595      0         0         0.14351  
1596      0         0         0.10782  
1597      0         0         0.071975 
1598      0         0         0.036016 
1599      0         0         -5.5491e-16
1600      0         0         0.95794  
1601      0         0         0.9572   
1602      0         0         0.95499  
1603      0         0         0.9513   
1604      0         0         0.94615  
1605      0         0         0.93954  
1606      0         0         0.93147  
1607      0         0         0.92198  
1608      0         0         0.91106  
1609      0         0         0.89873  
1610      0         0         0.88502  
1611      0         0         0.86995  
1612      0         0         0.85353  
1613      0         0         0.8358   
1614      0         0         0.81678  
1615      0         0         0.7965   
1616      0         0         0.77499  
1617      0         0         0.75229  
1618      0         0         0.72843  
1619      0         0         0.70344  
1620      0         0         0.67737  
1621      0         0         0.65025  
1622      0         0         0.62213  
1623      0         0         0.59306  
1624      0         0         0.56306  
1625      0         0         0.5322   
1626      0         0         0.50052  
1627      0         0         0.46807  
1628      0         0         0.4349   
1629      0         0         0.40105  
1630      0         0         0.36659  
1631      0         0         0.33156  
1632      0         0         0.29602  
1633      0         0         0.26002  
1634      0         0         0.22363  
1635      0         0         0.18689  
1636      0         0         0.14986  
1637      0         0         0.11259  
1638      0         0         0.075159 
1639      0         0         0.037609 
1640      0         0         -5.7946e-16
1641      0         0         1        
1642      0         0         0.99923  
1643      0         0         0.99692  
1644      0         0         0.99307  
1645      0         0         0.98769  
1646      0         0         0.98079  
1647      0         0         0.97237  
1648      0         0         0.96246  
1649      0         0         0.95106  
1650      0         0         0.93819  
1651      0         0         0.92388  
1652      0         0         0.90814  
1653      0         0         0.89101  
1654      0         0         0.8725   
1655      0         0         0.85264  
1656      0         0         0.83147  
1657      0         0         0.80902  
1658      0         0         0.78532  
1659      0         0         0.76041  
1660      0         0         0.73432  
1661      0         0         0.70711  
1662      0         0         0.6788   
1663      0         0         0.64945  
1664      0         0         0.61909  
1665      0         0         0.58779  
1666      0         0         0.55557  
1667      0         0         0.5225   
1668      0         0         0.48862  
1669      0         0         0.45399  
1670      0         0         0.41866  
1671      0         0         0.38268  
1672      0         0         0.34612  
1673      0         0         0.30902  
1674      0         0         0.27144  
1675      0         0         0.23345  
1676      0         0         0.19509  
1677      0         0         0.15643  
1678      0         0         0.11754  
1679      0         0         0.078459 
1680      0         0         0.03926  
1681      0         0         -6.049e-16
