Table of comparison: structured rectangle, structured triangle, analytic
Contains entries for each method in form T/T0

Node      rect      tri       analytic 
96        0         0         0.029808 
97        0         0         0.029129 
98        0         0         0.028406 
99        0         0         0.027639 
100       0         0         0.026829 
101       0         0         0.025978 
102       0         0         0.025087 
103       0         0         0.024157 
104       0         0         0.02319  
105       0         0         0.022187 
106       0         0         0.02115  
107       0         0         0.020081 
108       0         0         0.01898  
109       0         0         0.01785  
110       0         0         0.016693 
111       0         0         0.01551  
112       0         0         0.014303 
113       0         0         0.013074 
114       0         0         0.011825 
115       0         0         0.010557 
116       0         0         0.0092734
117       0         0         0.0079753
118       0         0         0.006665 
119       0         0         0.0053444
120       0         0         0.0040155
121       0         0         0.0026804
122       0         0         0.0013413
123       0         0         -2.0666e-17
124       0         0         0.051311 
125       0         0         0.051272 
126       0         0         0.051153 
127       0         0         0.050956 
128       0         0         0.050679 
129       0         0         0.050325 
130       0         0         0.049893 
131       0         0         0.049385 
132       0         0         0.0488   
133       0         0         0.04814  
134       0         0         0.047405 
135       0         0         0.046598 
136       0         0         0.045719 
137       0         0         0.044769 
138       0         0         0.04375  
139       0         0         0.042664 
140       0         0         0.041512 
141       0         0         0.040296 
142       0         0         0.039017 
143       0         0         0.037679 
144       0         0         0.036283 
145       0         0         0.03483  
146       0         0         0.033324 
147       0         0         0.031766 
148       0         0         0.03016  
149       0         0         0.028507 
150       0         0         0.02681  
151       0         0         0.025072 
152       0         0         0.023295 
153       0         0         0.021482 
154       0         0         0.019636 
155       0         0         0.01776  
156       0         0         0.015856 
157       0         0         0.013928 
158       0         0         0.011978 
159       0         0         0.01001  
160       0         0         0.0080268
161       0         0         0.006031 
162       0         0         0.0040258
163       0         0         0.0020145
164       0         0         -3.1038e-17
165       0         0         0.068538 
166       0         0         0.068485 
167       0         0         0.068327 
168       0         0         0.068063 
169       0         0         0.067694 
170       0         0         0.067221 
171       0         0         0.066644 
172       0         0         0.065965 
173       0         0         0.065183 
174       0         0         0.064302 
175       0         0         0.063321 
176       0         0         0.062242 
177       0         0         0.061068 
178       0         0         0.059799 
179       0         0         0.058438 
180       0         0         0.056987 
181       0         0         0.055448 
182       0         0         0.053824 
183       0         0         0.052117 
184       0         0         0.050329 
185       0         0         0.048464 
186       0         0         0.046524 
187       0         0         0.044512 
188       0         0         0.042431 
189       0         0         0.040286 
190       0         0         0.038078 
191       0         0         0.035811 
192       0         0         0.033489 
193       0         0         0.031116 
194       0         0         0.028694 
195       0         0         0.026228 
196       0         0         0.023722 
197       0         0         0.021179 
198       0         0         0.018604 
199       0         0         0.016    
200       0         0         0.013371 
201       0         0         0.010722 
202       0         0         0.0080558
203       0         0         0.0053774
204       0         0         0.0026908
205       0         0         -4.1459e-17
206       0         0         0.08587  
207       0         0         0.085804 
208       0         0         0.085606 
209       0         0         0.085275 
210       0         0         0.084813 
211       0         0         0.08422  
212       0         0         0.083498 
213       0         0         0.082646 
214       0         0         0.081668 
215       0         0         0.080563 
216       0         0         0.079334 
217       0         0         0.077983 
218       0         0         0.076511 
219       0         0         0.074922 
220       0         0         0.073217 
221       0         0         0.071399 
222       0         0         0.069471 
223       0         0         0.067436 
224       0         0         0.065296 
225       0         0         0.063057 
226       0         0         0.06072  
227       0         0         0.058289 
228       0         0         0.055768 
229       0         0         0.053162 
230       0         0         0.050473 
231       0         0         0.047707 
232       0         0         0.044867 
233       0         0         0.041958 
234       0         0         0.038984 
235       0         0         0.035951 
236       0         0         0.032861 
237       0         0         0.029721 
238       0         0         0.026535 
239       0         0         0.023309 
240       0         0         0.020046 
241       0         0         0.016752 
242       0         0         0.013433 
243       0         0         0.010093 
244       0         0         0.0067373
245       0         0         0.0033713
246       0         0         -5.1943e-17
247       0         0         0.10334  
248       0         0         0.10326  
249       0         0         0.10302  
250       0         0         0.10262  
251       0         0         0.10206  
252       0         0         0.10135  
253       0         0         0.10048  
254       0         0         0.099456 
255       0         0         0.098278 
256       0         0         0.096948 
257       0         0         0.095469 
258       0         0         0.093843 
259       0         0         0.092073 
260       0         0         0.09016  
261       0         0         0.088108 
262       0         0         0.08592  
263       0         0         0.0836   
264       0         0         0.081151 
265       0         0         0.078577 
266       0         0         0.075882 
267       0         0         0.073069 
268       0         0         0.070144 
269       0         0         0.067111 
270       0         0         0.063974 
271       0         0         0.060739 
272       0         0         0.05741  
273       0         0         0.053993 
274       0         0         0.050492 
275       0         0         0.046913 
276       0         0         0.043262 
277       0         0         0.039545 
278       0         0         0.035766 
279       0         0         0.031932 
280       0         0         0.028049 
281       0         0         0.024123 
282       0         0         0.02016  
283       0         0         0.016165 
284       0         0         0.012146 
285       0         0         0.0081076
286       0         0         0.0040569
287       0         0         -6.2508e-17
288       0         0         0.12096  
289       0         0         0.12087  
290       0         0         0.12059  
291       0         0         0.12012  
292       0         0         0.11947  
293       0         0         0.11864  
294       0         0         0.11762  
295       0         0         0.11642  
296       0         0         0.11504  
297       0         0         0.11348  
298       0         0         0.11175  
299       0         0         0.10985  
300       0         0         0.10778  
301       0         0         0.10554  
302       0         0         0.10314  
303       0         0         0.10057  
304       0         0         0.097858 
305       0         0         0.094992 
306       0         0         0.091978 
307       0         0         0.088823 
308       0         0         0.085531 
309       0         0         0.082108 
310       0         0         0.078557 
311       0         0         0.074885 
312       0         0         0.071098 
313       0         0         0.067202 
314       0         0         0.063201 
315       0         0         0.059103 
316       0         0         0.054915 
317       0         0         0.050641 
318       0         0         0.046289 
319       0         0         0.041866 
320       0         0         0.037379 
321       0         0         0.032833 
322       0         0         0.028237 
323       0         0         0.023598 
324       0         0         0.018922 
325       0         0         0.014217 
326       0         0         0.0094904
327       0         0         0.0047489
328       0         0         -7.3169e-17
329       0         0         0.13877  
330       0         0         0.13866  
331       0         0         0.13834  
332       0         0         0.13781  
333       0         0         0.13706  
334       0         0         0.1361   
335       0         0         0.13494  
336       0         0         0.13356  
337       0         0         0.13198  
338       0         0         0.13019  
339       0         0         0.12821  
340       0         0         0.12602  
341       0         0         0.12365  
342       0         0         0.12108  
343       0         0         0.11832  
344       0         0         0.11538  
345       0         0         0.11227  
346       0         0         0.10898  
347       0         0         0.10552  
348       0         0         0.1019   
349       0         0         0.098126 
350       0         0         0.094198 
351       0         0         0.090124 
352       0         0         0.085912 
353       0         0         0.081567 
354       0         0         0.077097 
355       0         0         0.072507 
356       0         0         0.067806 
357       0         0         0.063001 
358       0         0         0.058098 
359       0         0         0.053105 
360       0         0         0.048031 
361       0         0         0.042882 
362       0         0         0.037668 
363       0         0         0.032395 
364       0         0         0.027073 
365       0         0         0.021708 
366       0         0         0.016311 
367       0         0         0.010888 
368       0         0         0.0054481
369       0         0         -8.3943e-17
370       0         0         0.1568   
371       0         0         0.15667  
372       0         0         0.15631  
373       0         0         0.15571  
374       0         0         0.15487  
375       0         0         0.15378  
376       0         0         0.15246  
377       0         0         0.15091  
378       0         0         0.14912  
379       0         0         0.1471   
380       0         0         0.14486  
381       0         0         0.14239  
382       0         0         0.13971  
383       0         0         0.1368   
384       0         0         0.13369  
385       0         0         0.13037  
386       0         0         0.12685  
387       0         0         0.12313  
388       0         0         0.11923  
389       0         0         0.11514  
390       0         0         0.11087  
391       0         0         0.10643  
392       0         0         0.10183  
393       0         0         0.097071 
394       0         0         0.092162 
395       0         0         0.087111 
396       0         0         0.081925 
397       0         0         0.076614 
398       0         0         0.071184 
399       0         0         0.065644 
400       0         0         0.060003 
401       0         0         0.05427  
402       0         0         0.048452 
403       0         0         0.042561 
404       0         0         0.036603 
405       0         0         0.030589 
406       0         0         0.024528 
407       0         0         0.018429 
408       0         0         0.012302 
409       0         0         0.0061558
410       0         0         -9.4846e-17
411       0         0         0.17506  
412       0         0         0.17493  
413       0         0         0.17452  
414       0         0         0.17385  
415       0         0         0.17291  
416       0         0         0.1717   
417       0         0         0.17023  
418       0         0         0.16849  
419       0         0         0.16649  
420       0         0         0.16424  
421       0         0         0.16174  
422       0         0         0.15898  
423       0         0         0.15598  
424       0         0         0.15274  
425       0         0         0.14927  
426       0         0         0.14556  
427       0         0         0.14163  
428       0         0         0.13748  
429       0         0         0.13312  
430       0         0         0.12855  
431       0         0         0.12379  
432       0         0         0.11883  
433       0         0         0.11369  
434       0         0         0.10838  
435       0         0         0.1029   
436       0         0         0.097259 
437       0         0         0.09147  
438       0         0         0.085539 
439       0         0         0.079477 
440       0         0         0.073291 
441       0         0         0.066993 
442       0         0         0.060592 
443       0         0         0.054097 
444       0         0         0.047519 
445       0         0         0.040867 
446       0         0         0.034153 
447       0         0         0.027386 
448       0         0         0.020576 
449       0         0         0.013735 
450       0         0         0.0068729
451       0         0         -1.059e-16
452       0         0         0.1936   
453       0         0         0.19345  
454       0         0         0.193    
455       0         0         0.19226  
456       0         0         0.19122  
457       0         0         0.18988  
458       0         0         0.18825  
459       0         0         0.18633  
460       0         0         0.18412  
461       0         0         0.18163  
462       0         0         0.17886  
463       0         0         0.17582  
464       0         0         0.1725   
465       0         0         0.16891  
466       0         0         0.16507  
467       0         0         0.16097  
468       0         0         0.15662  
469       0         0         0.15204  
470       0         0         0.14721  
471       0         0         0.14216  
472       0         0         0.1369   
473       0         0         0.13142  
474       0         0         0.12573  
475       0         0         0.11986  
476       0         0         0.11379  
477       0         0         0.10756  
478       0         0         0.10116  
479       0         0         0.094597 
480       0         0         0.087892 
481       0         0         0.081052 
482       0         0         0.074087 
483       0         0         0.067008 
484       0         0         0.059825 
485       0         0         0.052551 
486       0         0         0.045195 
487       0         0         0.037769 
488       0         0         0.030286 
489       0         0         0.022755 
490       0         0         0.01519  
491       0         0         0.0076007
492       0         0         -1.1711e-16
493       0         0         0.21243  
494       0         0         0.21227  
495       0         0         0.21178  
496       0         0         0.21096  
497       0         0         0.20982  
498       0         0         0.20835  
499       0         0         0.20656  
500       0         0         0.20446  
501       0         0         0.20204  
502       0         0         0.1993   
503       0         0         0.19626  
504       0         0         0.19292  
505       0         0         0.18928  
506       0         0         0.18535  
507       0         0         0.18113  
508       0         0         0.17663  
509       0         0         0.17186  
510       0         0         0.16683  
511       0         0         0.16154  
512       0         0         0.156    
513       0         0         0.15021  
514       0         0         0.1442   
515       0         0         0.13796  
516       0         0         0.13152  
517       0         0         0.12487  
518       0         0         0.11802  
519       0         0         0.111    
520       0         0         0.1038   
521       0         0         0.096443 
522       0         0         0.088938 
523       0         0         0.081295 
524       0         0         0.073527 
525       0         0         0.065646 
526       0         0         0.057663 
527       0         0         0.049592 
528       0         0         0.041444 
529       0         0         0.033232 
530       0         0         0.024969 
531       0         0         0.016667 
532       0         0         0.0083401
533       0         0         -1.285e-16
534       0         0         0.2316   
535       0         0         0.23142  
536       0         0         0.23088  
537       0         0         0.22999  
538       0         0         0.22875  
539       0         0         0.22715  
540       0         0         0.2252   
541       0         0         0.2229   
542       0         0         0.22026  
543       0         0         0.21728  
544       0         0         0.21397  
545       0         0         0.21032  
546       0         0         0.20635  
547       0         0         0.20207  
548       0         0         0.19747  
549       0         0         0.19257  
550       0         0         0.18737  
551       0         0         0.18188  
552       0         0         0.17611  
553       0         0         0.17007  
554       0         0         0.16376  
555       0         0         0.15721  
556       0         0         0.15041  
557       0         0         0.14338  
558       0         0         0.13613  
559       0         0         0.12867  
560       0         0         0.12101  
561       0         0         0.11316  
562       0         0         0.10514  
563       0         0         0.09696  
564       0         0         0.088628 
565       0         0         0.08016  
566       0         0         0.071567 
567       0         0         0.062865 
568       0         0         0.054065 
569       0         0         0.045182 
570       0         0         0.03623  
571       0         0         0.027221 
572       0         0         0.018171 
573       0         0         0.0090925
574       0         0         -1.4009e-16
575       0         0         0.25112  
576       0         0         0.25092  
577       0         0         0.25034  
578       0         0         0.24938  
579       0         0         0.24803  
580       0         0         0.24629  
581       0         0         0.24418  
582       0         0         0.24169  
583       0         0         0.23883  
584       0         0         0.2356   
585       0         0         0.232    
586       0         0         0.22805  
587       0         0         0.22375  
588       0         0         0.2191   
589       0         0         0.21411  
590       0         0         0.2088   
591       0         0         0.20316  
592       0         0         0.19721  
593       0         0         0.19095  
594       0         0         0.1844   
595       0         0         0.17757  
596       0         0         0.17046  
597       0         0         0.16309  
598       0         0         0.15547  
599       0         0         0.1476   
600       0         0         0.13951  
601       0         0         0.13121  
602       0         0         0.1227   
603       0         0         0.114    
604       0         0         0.10513  
605       0         0         0.096098 
606       0         0         0.086916 
607       0         0         0.0776   
608       0         0         0.068163 
609       0         0         0.058622 
610       0         0         0.048991 
611       0         0         0.039283 
612       0         0         0.029516 
613       0         0         0.019702 
614       0         0         0.0098588
615       0         0         -1.519e-16
616       0         0         0.27102  
617       0         0         0.27082  
618       0         0         0.27019  
619       0         0         0.26915  
620       0         0         0.26769  
621       0         0         0.26582  
622       0         0         0.26354  
623       0         0         0.26085  
624       0         0         0.25776  
625       0         0         0.25427  
626       0         0         0.25039  
627       0         0         0.24613  
628       0         0         0.24148  
629       0         0         0.23647  
630       0         0         0.23109  
631       0         0         0.22535  
632       0         0         0.21926  
633       0         0         0.21284  
634       0         0         0.20609  
635       0         0         0.19902  
636       0         0         0.19164  
637       0         0         0.18397  
638       0         0         0.17602  
639       0         0         0.16779  
640       0         0         0.1593   
641       0         0         0.15057  
642       0         0         0.14161  
643       0         0         0.13243  
644       0         0         0.12304  
645       0         0         0.11347  
646       0         0         0.10372  
647       0         0         0.093806 
648       0         0         0.083751 
649       0         0         0.073567 
650       0         0         0.063269 
651       0         0         0.052874 
652       0         0         0.042398 
653       0         0         0.031856 
654       0         0         0.021264 
655       0         0         0.01064  
656       0         0         -1.6394e-16
657       0         0         0.29135  
658       0         0         0.29113  
659       0         0         0.29045  
660       0         0         0.28933  
661       0         0         0.28776  
662       0         0         0.28575  
663       0         0         0.2833   
664       0         0         0.28041  
665       0         0         0.27709  
666       0         0         0.27334  
667       0         0         0.26917  
668       0         0         0.26459  
669       0         0         0.25959  
670       0         0         0.2542   
671       0         0         0.24842  
672       0         0         0.24225  
673       0         0         0.23571  
674       0         0         0.2288   
675       0         0         0.22154  
676       0         0         0.21395  
677       0         0         0.20602  
678       0         0         0.19777  
679       0         0         0.18922  
680       0         0         0.18037  
681       0         0         0.17125  
682       0         0         0.16187  
683       0         0         0.15223  
684       0         0         0.14236  
685       0         0         0.13227  
686       0         0         0.12198  
687       0         0         0.11149  
688       0         0         0.10084  
689       0         0         0.090032 
690       0         0         0.079084 
691       0         0         0.068014 
692       0         0         0.05684  
693       0         0         0.045577 
694       0         0         0.034245 
695       0         0         0.022859 
696       0         0         0.011438 
697       0         0         -1.7624e-16
698       0         0         0.31213  
699       0         0         0.31188  
700       0         0         0.31116  
701       0         0         0.30996  
702       0         0         0.30828  
703       0         0         0.30613  
704       0         0         0.3035   
705       0         0         0.30041  
706       0         0         0.29685  
707       0         0         0.29283  
708       0         0         0.28837  
709       0         0         0.28345  
710       0         0         0.27811  
711       0         0         0.27233  
712       0         0         0.26613  
713       0         0         0.25952  
714       0         0         0.25251  
715       0         0         0.24512  
716       0         0         0.23734  
717       0         0         0.2292   
718       0         0         0.22071  
719       0         0         0.21187  
720       0         0         0.20271  
721       0         0         0.19323  
722       0         0         0.18346  
723       0         0         0.17341  
724       0         0         0.16308  
725       0         0         0.15251  
726       0         0         0.1417   
727       0         0         0.13067  
728       0         0         0.11945  
729       0         0         0.10803  
730       0         0         0.096452 
731       0         0         0.084723 
732       0         0         0.072864 
733       0         0         0.060893 
734       0         0         0.048827 
735       0         0         0.036686 
736       0         0         0.024489 
737       0         0         0.012254 
738       0         0         -1.888e-16
739       0         0         0.33338  
740       0         0         0.33312  
741       0         0         0.33235  
742       0         0         0.33107  
743       0         0         0.32928  
744       0         0         0.32698  
745       0         0         0.32417  
746       0         0         0.32086  
747       0         0         0.31706  
748       0         0         0.31278  
749       0         0         0.308    
750       0         0         0.30276  
751       0         0         0.29704  
752       0         0         0.29087  
753       0         0         0.28425  
754       0         0         0.2772   
755       0         0         0.26971  
756       0         0         0.26181  
757       0         0         0.25351  
758       0         0         0.24481  
759       0         0         0.23574  
760       0         0         0.2263   
761       0         0         0.21651  
762       0         0         0.20639  
763       0         0         0.19596  
764       0         0         0.18522  
765       0         0         0.17419  
766       0         0         0.1629   
767       0         0         0.15135  
768       0         0         0.13957  
769       0         0         0.12758  
770       0         0         0.11539  
771       0         0         0.10302  
772       0         0         0.090493 
773       0         0         0.077826 
774       0         0         0.065039 
775       0         0         0.052152 
776       0         0         0.039185 
777       0         0         0.026157 
778       0         0         0.013088 
779       0         0         -2.0166e-16
780       0         0         0.35515  
781       0         0         0.35488  
782       0         0         0.35406  
783       0         0         0.35269  
784       0         0         0.35078  
785       0         0         0.34833  
786       0         0         0.34534  
787       0         0         0.34182  
788       0         0         0.33777  
789       0         0         0.3332   
790       0         0         0.32812  
791       0         0         0.32253  
792       0         0         0.31644  
793       0         0         0.30987  
794       0         0         0.30282  
795       0         0         0.2953   
796       0         0         0.28732  
797       0         0         0.27891  
798       0         0         0.27006  
799       0         0         0.2608   
800       0         0         0.25113  
801       0         0         0.24108  
802       0         0         0.23065  
803       0         0         0.21987  
804       0         0         0.20875  
805       0         0         0.19731  
806       0         0         0.18557  
807       0         0         0.17353  
808       0         0         0.16124  
809       0         0         0.14869  
810       0         0         0.13591  
811       0         0         0.12292  
812       0         0         0.10975  
813       0         0         0.096403 
814       0         0         0.082909 
815       0         0         0.069287 
816       0         0         0.055558 
817       0         0         0.041744 
818       0         0         0.027865 
819       0         0         0.013943 
820       0         0         -2.1483e-16
821       0         0         0.37747  
822       0         0         0.37718  
823       0         0         0.37631  
824       0         0         0.37485  
825       0         0         0.37282  
826       0         0         0.37022  
827       0         0         0.36704  
828       0         0         0.3633   
829       0         0         0.359    
830       0         0         0.35414  
831       0         0         0.34874  
832       0         0         0.3428   
833       0         0         0.33633  
834       0         0         0.32934  
835       0         0         0.32185  
836       0         0         0.31385  
837       0         0         0.30538  
838       0         0         0.29643  
839       0         0         0.28703  
840       0         0         0.27718  
841       0         0         0.26691  
842       0         0         0.25623  
843       0         0         0.24515  
844       0         0         0.23369  
845       0         0         0.22187  
846       0         0         0.20971  
847       0         0         0.19723  
848       0         0         0.18444  
849       0         0         0.17137  
850       0         0         0.15803  
851       0         0         0.14445  
852       0         0         0.13065  
853       0         0         0.11664  
854       0         0         0.10246  
855       0         0         0.088119 
856       0         0         0.073641 
857       0         0         0.059049 
858       0         0         0.044367 
859       0         0         0.029616 
860       0         0         0.014819 
861       0         0         -2.2833e-16
862       0         0         0.40037  
863       0         0         0.40006  
864       0         0         0.39914  
865       0         0         0.3976   
866       0         0         0.39544  
867       0         0         0.39268  
868       0         0         0.38931  
869       0         0         0.38534  
870       0         0         0.38077  
871       0         0         0.37562  
872       0         0         0.36989  
873       0         0         0.36359  
874       0         0         0.35673  
875       0         0         0.34932  
876       0         0         0.34137  
877       0         0         0.3329   
878       0         0         0.32391  
879       0         0         0.31442  
880       0         0         0.30444  
881       0         0         0.294    
882       0         0         0.2831   
883       0         0         0.27177  
884       0         0         0.26002  
885       0         0         0.24787  
886       0         0         0.23533  
887       0         0         0.22243  
888       0         0         0.20919  
889       0         0         0.19563  
890       0         0         0.18176  
891       0         0         0.16762  
892       0         0         0.15322  
893       0         0         0.13857  
894       0         0         0.12372  
895       0         0         0.10868  
896       0         0         0.093465 
897       0         0         0.078108 
898       0         0         0.062632 
899       0         0         0.047058 
900       0         0         0.031413 
901       0         0         0.015718 
902       0         0         -2.4218e-16
903       0         0         0.42389  
904       0         0         0.42356  
905       0         0         0.42258  
906       0         0         0.42095  
907       0         0         0.41867  
908       0         0         0.41574  
909       0         0         0.41218  
910       0         0         0.40797  
911       0         0         0.40314  
912       0         0         0.39769  
913       0         0         0.39162  
914       0         0         0.38495  
915       0         0         0.37769  
916       0         0         0.36984  
917       0         0         0.36142  
918       0         0         0.35245  
919       0         0         0.34293  
920       0         0         0.33289  
921       0         0         0.32233  
922       0         0         0.31127  
923       0         0         0.29973  
924       0         0         0.28774  
925       0         0         0.27529  
926       0         0         0.26243  
927       0         0         0.24916  
928       0         0         0.2355   
929       0         0         0.22148  
930       0         0         0.20712  
931       0         0         0.19244  
932       0         0         0.17746  
933       0         0         0.16221  
934       0         0         0.14671  
935       0         0         0.13099  
936       0         0         0.11506  
937       0         0         0.098955 
938       0         0         0.082696 
939       0         0         0.066311 
940       0         0         0.049823 
941       0         0         0.033258 
942       0         0         0.016642 
943       0         0         -2.5641e-16
944       0         0         0.44806  
945       0         0         0.44771  
946       0         0         0.44668  
947       0         0         0.44495  
948       0         0         0.44254  
949       0         0         0.43945  
950       0         0         0.43568  
951       0         0         0.43124  
952       0         0         0.42613  
953       0         0         0.42037  
954       0         0         0.41395  
955       0         0         0.4069   
956       0         0         0.39922  
957       0         0         0.39093  
958       0         0         0.38203  
959       0         0         0.37255  
960       0         0         0.36249  
961       0         0         0.35187  
962       0         0         0.34071  
963       0         0         0.32902  
964       0         0         0.31683  
965       0         0         0.30414  
966       0         0         0.29099  
967       0         0         0.27739  
968       0         0         0.26336  
969       0         0         0.24893  
970       0         0         0.23411  
971       0         0         0.21893  
972       0         0         0.20341  
973       0         0         0.18758  
974       0         0         0.17147  
975       0         0         0.15508  
976       0         0         0.13846  
977       0         0         0.12162  
978       0         0         0.1046   
979       0         0         0.087412 
980       0         0         0.070092 
981       0         0         0.052664 
982       0         0         0.035154 
983       0         0         0.017591 
984       0         0         -2.7103e-16
985       0         0         0.47292  
986       0         0         0.47256  
987       0         0         0.47146  
988       0         0         0.46964  
989       0         0         0.4671   
990       0         0         0.46384  
991       0         0         0.45986  
992       0         0         0.45517  
993       0         0         0.44978  
994       0         0         0.44369  
995       0         0         0.43692  
996       0         0         0.42948  
997       0         0         0.42138  
998       0         0         0.41262  
999       0         0         0.40323  
1000      0         0         0.39322  
1001      0         0         0.3826   
1002      0         0         0.37139  
1003      0         0         0.35961  
1004      0         0         0.34728  
1005      0         0         0.33441  
1006      0         0         0.32102  
1007      0         0         0.30714  
1008      0         0         0.29278  
1009      0         0         0.27798  
1010      0         0         0.26274  
1011      0         0         0.2471   
1012      0         0         0.23108  
1013      0         0         0.2147   
1014      0         0         0.19799  
1015      0         0         0.18098  
1016      0         0         0.16369  
1017      0         0         0.14614  
1018      0         0         0.12837  
1019      0         0         0.1104   
1020      0         0         0.092263 
1021      0         0         0.073981 
1022      0         0         0.055586 
1023      0         0         0.037105 
1024      0         0         0.018567 
1025      0         0         -2.8607e-16
1026      0         0         0.49851  
1027      0         0         0.49813  
1028      0         0         0.49698  
1029      0         0         0.49506  
1030      0         0         0.49238  
1031      0         0         0.48894  
1032      0         0         0.48474  
1033      0         0         0.4798   
1034      0         0         0.47412  
1035      0         0         0.4677   
1036      0         0         0.46057  
1037      0         0         0.45272  
1038      0         0         0.44418  
1039      0         0         0.43495  
1040      0         0         0.42505  
1041      0         0         0.4145   
1042      0         0         0.40331  
1043      0         0         0.39149  
1044      0         0         0.37907  
1045      0         0         0.36607  
1046      0         0         0.3525   
1047      0         0         0.33839  
1048      0         0         0.32376  
1049      0         0         0.30863  
1050      0         0         0.29302  
1051      0         0         0.27696  
1052      0         0         0.26047  
1053      0         0         0.24358  
1054      0         0         0.22632  
1055      0         0         0.20871  
1056      0         0         0.19077  
1057      0         0         0.17254  
1058      0         0         0.15405  
1059      0         0         0.13532  
1060      0         0         0.11638  
1061      0         0         0.097255 
1062      0         0         0.077985 
1063      0         0         0.058594 
1064      0         0         0.039113 
1065      0         0         0.019572 
1066      0         0         -3.0155e-16
1067      0         0         0.52488  
1068      0         0         0.52447  
1069      0         0         0.52326  
1070      0         0         0.52124  
1071      0         0         0.51841  
1072      0         0         0.51479  
1073      0         0         0.51037  
1074      0         0         0.50517  
1075      0         0         0.49919  
1076      0         0         0.49243  
1077      0         0         0.48492  
1078      0         0         0.47666  
1079      0         0         0.46767  
1080      0         0         0.45795  
1081      0         0         0.44753  
1082      0         0         0.43642  
1083      0         0         0.42463  
1084      0         0         0.41219  
1085      0         0         0.39912  
1086      0         0         0.38543  
1087      0         0         0.37114  
1088      0         0         0.35629  
1089      0         0         0.34088  
1090      0         0         0.32495  
1091      0         0         0.30851  
1092      0         0         0.29161  
1093      0         0         0.27425  
1094      0         0         0.25647  
1095      0         0         0.23829  
1096      0         0         0.21974  
1097      0         0         0.20086  
1098      0         0         0.18167  
1099      0         0         0.1622   
1100      0         0         0.14247  
1101      0         0         0.12253  
1102      0         0         0.1024   
1103      0         0         0.082109 
1104      0         0         0.061692 
1105      0         0         0.041181 
1106      0         0         0.020607 
1107      0         0         -3.175e-16
1108      0         0         0.55205  
1109      0         0         0.55162  
1110      0         0         0.55034  
1111      0         0         0.54822  
1112      0         0         0.54525  
1113      0         0         0.54144  
1114      0         0         0.53679  
1115      0         0         0.53132  
1116      0         0         0.52503  
1117      0         0         0.51792  
1118      0         0         0.51002  
1119      0         0         0.50134  
1120      0         0         0.49188  
1121      0         0         0.48166  
1122      0         0         0.4707   
1123      0         0         0.45901  
1124      0         0         0.44661  
1125      0         0         0.43353  
1126      0         0         0.41978  
1127      0         0         0.40538  
1128      0         0         0.39036  
1129      0         0         0.37473  
1130      0         0         0.35853  
1131      0         0         0.34177  
1132      0         0         0.32448  
1133      0         0         0.3067   
1134      0         0         0.28844  
1135      0         0         0.26974  
1136      0         0         0.25062  
1137      0         0         0.23112  
1138      0         0         0.21126  
1139      0         0         0.19107  
1140      0         0         0.17059  
1141      0         0         0.14985  
1142      0         0         0.12887  
1143      0         0         0.1077   
1144      0         0         0.086359 
1145      0         0         0.064886 
1146      0         0         0.043313 
1147      0         0         0.021673 
1148      0         0         -3.3393e-16
1149      0         0         0.58007  
